case_id,width,height,blur,n_boxes,classes
110313919092025030741828927,1200,1600,23.18664739405816,4,"[0, 2, 3, 7]"
110313919092025030741896046,1200,1600,93.58149527714818,4,"[0, 8, 6, 4]"
110313919092025052117048068,1280,960,437.30341461991213,0,[]
110313919092025052117472071,1440,1920,581.8877155666895,0,[]
110313919092025052440415225,1440,1920,83.53799442779989,4,"[0, 7, 3, 2]"
110313919092025052440517743,1440,1920,293.87257953014614,4,"[0, 4, 6, 8]"
110313919092025052757161071,1440,1920,135.49817959349193,0,[]
110313919092025052757223148,1440,1920,102.24399250328145,4,"[0, 5, 5, 2]"
110313919092025053335756465,960,1280,109.19599036875765,4,"[0, 5, 5, 4]"
110313919092025053335787600,960,1280,514.9349976366652,0,[]
110313926092025010121738653,1200,1600,219.26912394954428,4,"[0, 1, 3, 5]"
110313926092025010121793811,1200,1600,153.45981189859347,0,[]
110313926092025125219438510,960,1280,104.21449706200495,4,"[0, 3, 3, 7]"
110313926092025125219446537,960,1280,284.69033767778006,0,[]
110313926092025125628496240,1440,1920,56.667743045734156,4,"[0, 8, 6, 2]"
110313926092025125628901629,1440,1920,545.1040759609264,0,[]
110313926092025125921020168,1200,1600,29.275869266991922,4,"[0, 5, 6, 4]"
110313926092025125921075550,1200,1600,168.65110937499026,0,[]
110325504022026013141359323,720,1280,83.82399548198441,4,"[0, 6, 7, 6]"
110325504022026013141365223,1280,720,345.55594069238236,0,[]
110325504022026013141367218,720,1280,22.21985131265028,0,[]
110325508102025040746990198,1599,899,672.8901340777138,0,[]
110325508102025041248277539,1200,1600,36.762819268385144,0,[]
110325508102025095004071670,1600,1200,942.566123763854,0,[]
110325513012026070512616104,1920,1440,167.88528098446764,0,[]
110325513082025043457666171,800,600,486.20355469860675,0,[]
110325514022026115121873850,1200,1600,89.29248592251928,0,[]
110325514022026115121899327,1200,1600,1278.2169218436416,0,[]
110325514022026115247930424,1200,1600,273.8380680662367,0,[]
110325514022026115437670362,1600,1200,34.388171837056206,0,[]
110325514022026115758519422,899,1599,22.307070363366545,0,[]
110325514022026115758527141,1599,899,144.87869499166246,0,[]
110325517102025111634506705,1280,720,148.17330703630682,0,[]
110325522072025043046014798,780,1040,197.4266672192714,0,[]
110325522072025043334804122,780,1040,112.40629720608807,0,[]
110326002022026110220759653,1080,1440,510.93469161188557,0,[]
110326002022026110307810255,1080,1440,795.8610113144209,0,[]
110326005112025112644477817,572,1280,129.77337045627303,0,[]
110326005112025112644713387,574,1280,932.1660015817494,0,[]
110326005112025113201143316,1156,517,307.84312550859556,0,[]
110326005112025113201277263,517,1156,793.3946256916537,0,[]
110326006042026112834988403,900,1600,1277.2516047135027,0,[]
110326006042026113019939541,900,1600,2495.006855650451,0,[]
110326006042026113138521262,900,1600,190.0442043182287,0,[]
110326015112025123747055220,900,1600,688.3798053083256,0,[]
110326015112025123747078973,900,1600,1255.4392109817472,0,[]
110326015112025123747079018,1600,900,2397.254265163711,0,[]
110326019022026123826552971,575,1280,3182.920593836949,0,[]
110326019022026124350506030,719,1280,638.3614259176343,0,[]
110326019112025115257428815,720,1280,565.5369031185279,0,[]
110326019112025115257893293,1440,1080,1333.9203237210768,0,[]
110328101042026032559138627,1920,1440,66.68507586775415,0,[]
110328101042026032624754571,1920,1440,287.98240848620264,0,[]
110328101042026032822793845,1920,1440,224.96686626142127,0,[]
110328101042026032938490176,1920,1440,1955.7779166628861,0,[]
110328101042026032953708963,1920,1440,367.9735062928371,0,[]
110328119022026023136439196,1200,1600,158.56789006478922,0,[]
110328119022026023136439212,1200,1600,29.99796769704427,0,[]
110328119022026023136518738,1102,1600,4510.863777232205,0,[]
110328119072025100052580216,720,1280,37.718446026267536,0,[]
110328119072025100126911741,720,1280,182.33956370204882,0,[]
110328119072025100252848852_page01,1240,1755,4565.681518087736,0,[]
110328119072025100252848852_page02,1240,1755,5031.553364578349,0,[]
110328121072025014938340796,1920,1440,923.9616492299942,0,[]
110328121072025015102273666,1920,1440,891.9160385750721,0,[]
110328124122025111520064378,1440,1920,477.7516002264893,0,[]
110328124122025111524159520,1440,1920,3356.90752703443,0,[]
110328124122025111524160682,1440,1920,3289.9786702724105,0,[]
110328124122025111524437159,1440,1920,6983.255464400605,0,[]
110328124122025115217281477,1040,524,595.856399978402,0,[]
110328124122025115217376403,1566,1080,66.63856886827774,0,[]
110330216102025034705349343,721,1600,148.13492183787926,0,[]
110330216102025035247139364,1280,960,900.897195017602,0,[]
110330231032026121109737716,720,1600,1023.5709043545976,0,[]
110330602092025023048204708,900,1600,218.72704349381945,0,[]
110330602092025023057823239,1204,1600,1390.6181358875717,0,[]
110330605022026105757075914,1600,1200,1150.6184905837401,0,[]
110330605022026105810188410,1200,1600,780.134599844961,0,[]
110330605022026110419709792,899,1599,180.30294445953035,0,[]
110330605022026110420121309,1600,1200,190.485296159557,0,[]
110330607022026010336960446,1200,1600,360.72819895731095,0,[]
110330609122025034009259630,1599,899,128.9606217037737,0,[]
110330609122025034009338925,960,1280,415.2130235099554,0,[]
110330616092025050931454666,899,1599,148.76396262475137,0,[]
110330616092025050950642983,899,1599,109.74382937620462,0,[]
110330620012026105030167104,715,1600,87.45031167449432,0,[]
110330620012026105030610959,899,1599,116.28717127691725,0,[]
110330624022026112339509367,1600,1200,303.1743722135145,0,[]
110330624022026112839247514,1575,757,90.45652889535889,0,[]
110330624022026112839823757,1599,854,378.26826989600926,0,[]
110330625112025010509632722,1280,960,115.72153155211342,0,[]
110330625112025010509716623,1280,960,714.4853111080163,0,[]
110330625112025010509725449,960,1280,493.19172361585834,0,[]
110330630102025010308965957,828,1210,614.9113442042881,0,[]
110330630102025010647778950,960,1280,156.7566347467396,0,[]
110330631012026122917087220,1280,960,588.5390112880542,0,[]
110330631012026122917890445,1280,960,413.27619395951166,0,[]
110330631012026123313100113,1280,960,1448.2318782475731,0,[]
110330631012026123827603706,1200,1600,355.35795964951143,0,[]
110330631012026123827668218,1280,960,301.94458766697176,0,[]
110336605122025041733674876,900,1600,132.57162139384212,0,[]
110336605122025041747195983,1600,900,347.60538649304345,0,[]
110336607082025021615473568,899,1599,98.65655326023561,0,[]
110336607082025021620970706,899,1599,43.54880445960983,0,[]
110336607082025022220252343,899,1599,43.723396911845455,0,[]
110336607082025022220305704,899,1599,99.05930768153713,0,[]
110336614112025095527184418,1280,720,168.59181521871946,0,[]
110336614112025095527234071,899,1599,45.01353440414709,0,[]
110336617012026054035103382,1920,1440,260.1603399572269,0,[]
110336617012026054053364241,1920,1440,274.38009141009286,0,[]
110336620122025053753694737,900,1600,75.42926735405044,0,[]
110336620122025053816535728,899,1599,210.06407785728686,0,[]
110349603032026115840189561,749,1294,374.34503522197133,0,[]
110349603032026115840209342,1170,1697,208.18243758271242,0,[]
110349603032026115840224197,1200,1600,2094.5959515501927,0,[]
110349610102025081948150007,1200,1600,50.69746867777344,0,[]
110349610102025081948186340,1200,1600,693.4589191298174,0,[]
110349611022026124131988508,899,1599,422.13227806822323,0,[]
110349611022026124212108847,899,1599,575.2099114511889,0,[]
110349611022026124606470963,899,1599,144.30337093549744,0,[]
110349611022026124606471078,899,1599,321.28755382831304,0,[]
110349611022026124939661087,899,1599,101.9033404375932,0,[]
110349611022026124939668425,899,1599,739.057759394316,0,[]
110349611022026125908739825,899,1599,572.9948880970157,0,[]
110349612082025025856650448,720,1280,486.3993364701154,0,[]
110349612082025025856681037,961,1280,87.09723917019828,0,[]
110349612082025025856685112,961,1280,81.67434214391254,0,[]
110349612082025025856685836,1280,961,270.8936400646936,0,[]
110349612082025025856688333,961,1280,189.05389737084238,0,[]
110349612082025101206613271,1200,1600,695.8170118381507,0,[]
110349612082025101211538669,1200,1600,50.693563989993216,0,[]
110349617102025040220947097,720,1280,102.31224610278753,0,[]
110349617102025040220948217,720,1280,780.1759841561953,0,[]
110349623102025082641769815,960,1280,552.675369396623,0,[]
110349623102025082641906453,960,1280,1241.9881194043946,0,[]
110349624122025011041350790,1440,1920,103.48707320560827,0,[]
110349624122025011041350803,1920,1440,65.58889137070844,0,[]
110349624122025011147876924,1440,1920,18.743319707777733,0,[]
110349624122025011147886440,1440,1920,116.6433452564442,0,[]
110349628112025102847053863,738,1600,717.4501654576085,0,[]
110349628112025102847069539,1600,721,571.1449676849139,0,[]
110358127112025081556117176,1280,720,122.40144838252597,0,[]
110358127112025081615665378,960,1280,2024.048589871639,0,[]
110393918112025045207062600,1200,1600,2180.3071994938273,0,[]
110393918112025045207586944,1200,1600,203.24772184062067,0,[]
110393918112025045229810490,926,511,473.37641950415065,0,[]
110406102072025125023327609,1280,960,483.8493879330847,0,[]
110406102072025125023327612,960,1280,330.7525545237323,0,[]
110406106122025094554766826,1280,720,106.72939338971244,0,[]
110406124092025014740448171,1599,899,9.60351049196533,0,[]
110415014032026010843590218,577,1280,210.99482398760293,0,[]
110415017122025061409955376,1599,899,318.9644318363117,0,[]
110415017122025061809014929,1280,720,284.4330348449413,0,[]
110415017122025062033439866,1599,899,201.13427730048323,0,[]
110415017122025062248491680,1280,720,155.20800996149794,0,[]
110415017122025062516434594,720,1280,128.4853216433478,0,[]
110415017122025062633475713,1599,899,559.215941804214,0,[]
110429110122025022842454711,1280,960,105.513957516002,0,[]
110429110122025022900091588,960,1280,362.8765745711267,0,[]
110429110122025023139804286,1280,960,187.90819491485755,0,[]
110429110122025023140786521,960,1280,1023.8829399407281,0,[]
110429110122025023529947082,1280,960,259.82440458962054,0,[]
110429110122025023530037709,960,1280,214.61076107749938,0,[]
110429110122025024646099102,960,1280,243.486187361304,0,[]
110429110122025024646559146,960,1280,214.75445953156157,0,[]
110429110122025025311391836,1440,1920,63.06301638963016,0,[]
110429110122025025321072611,1920,1440,243.32343166752554,0,[]
110429110122025030135672238,1280,960,202.31663940308823,0,[]
110429110122025030825017776,960,1280,180.80511718717946,0,[]
110429110122025030928413946,1440,1920,909.4058795822201,0,[]
110429115122025020105764522,960,1280,64.69683168175419,0,[]
110429123032026114234842027,900,1600,28.83729015430363,0,[]
110429123032026114236629643,1500,1344,634.0262779271362,0,[]
110432406042026010615659730,1600,1200,115.01035205956597,0,[]
110432406092025043633161609,1440,1920,677.0862684599637,0,[]
110432410092025030441640936,900,1600,222.48960428287762,0,[]
110432411082025025829584204,1200,1600,225.1805600872385,0,[]
110432411082025030202167343,1080,1920,522.0618016209053,0,[]
110432412082025040249757040,1440,1920,2947.8792429463315,0,[]
110432417102025060926107139,1280,720,150.82903452461028,0,[]
110432428022026120400364269,1600,718,33.36289952519715,0,[]
110459202012026054155948950,1920,1440,91.5467787415116,0,[]
110459217022026045828915434,1440,1920,149.15789597136768,0,[]
110459217022026050041564909,1440,1920,152.5588599873472,0,[]
110459217022026050212280770,1920,1440,251.9767370137186,0,[]
110459217022026050403835911,1920,1440,126.58601887975293,0,[]
110459219022026122634703196,1600,720,23.360194418933254,0,[]
110459227112025121419303562,1600,720,30.869885104154612,0,[]
110459230032026023220896832,1560,1560,23.765852632570482,0,[]
110478502042026092438862404,1200,1600,173.6366645762142,0,[]
110478502042026092700728041,1200,1600,398.2209387031247,0,[]
110478506012026111126770486,853,1150,994.4942536357376,0,[]
110478506012026111126801348,861,1152,261.5204410021243,0,[]
110478508102025023805111047,718,1280,45.21604056092608,0,[]
110478508102025024513585412,1200,1600,344.48474321068767,0,[]
110478508102025024513654580,1200,1600,977.4018713302384,0,[]
110478508102025024513664524,1600,1200,827.6257718749956,0,[]
110478512032026071710520920,1920,1129,592.1278924623278,0,[]
110478512032026071710741799,1920,1129,941.6904182862266,0,[]
110478512092025122946212477,960,1280,2818.195929555654,0,[]
110478512092025122946351836,960,1280,4271.179471346513,0,[]
110478512092025122946368688,1600,1200,683.9279143196084,0,[]
110478512092025122946431488,960,1280,5584.701662483849,0,[]
110478512122025022222968274,1080,754,72.76575204611113,0,[]
110478516012026093633027898,900,1600,671.1073258430382,0,[]
110478516012026093633453235,1600,900,961.2437152117574,0,[]
110478518022026062550560032,1280,720,138.9652304557506,0,[]
110478518022026062550711394,1280,720,742.6643174483676,0,[]
110478521122025043725792201,1200,1600,124.56812327426648,0,[]
110478522112025021408853610,960,1280,154.51533733697468,0,[]
110478522112025021408875667,960,1280,527.922774059889,0,[]
110478522112025021409059498,574,1280,621.6954348693788,0,[]
110478523032026023943906979,960,1280,1036.092111740297,0,[]
110478525112025032359783705,960,1280,215.06946384264361,0,[]
110478525112025032359828363,1280,720,247.07153713570585,0,[]
110478525112025032359884845,1280,720,159.71475130643375,0,[]
110480501022026074506751615,1536,1536,1159.885610130098,0,[]
110480501022026074506880885,1600,1600,547.4404624984124,0,[]
110480501022026074506938929,1600,1600,939.367350361218,0,[]
110480504032026074906778057,1599,899,696.1903941078153,0,[]
110480504122025050708313632,1599,899,5652.384828948831,0,[]
110480504122025050714841875,899,1599,1483.0895654219496,0,[]
110480505022026084711074380,1280,960,585.7651164321097,0,[]
110480505022026084713277848_page01,1240,1755,4991.55389846296,0,[]
110480505022026084713277848_page02,1240,1755,3292.9907131560153,0,[]
110480505022026084713277848_page03,1240,1755,3280.6027118076777,0,[]
110480507022026011005966909,1599,899,68.8000626684056,0,[]
110480513012026074701065092,1200,1600,2153.0157838673435,0,[]
110480513012026074936082372_page01,1240,1755,4849.668979091509,0,[]
110480513012026075006887983,1200,1600,1021.6231738547298,0,[]
110480513012026083117344272,1599,899,129.67506285865937,0,[]
110480513012026083250069137,1280,960,307.00626024839016,0,[]
110480513012026083300656134,1280,960,78.49854648894667,0,[]
110480516102025072150307328,1280,720,2510.6527488494576,0,[]
110480516102025072209567258,720,1280,2970.5886913044824,0,[]
110480516102025072219913133,738,1600,348.7950199746992,0,[]
110480516102025072231666866,591,1280,4870.603680330541,0,[]
110480516102025072242432911,1280,720,8013.2595703505895,0,[]
110480518082025020331874043,720,1280,205.93487160305446,0,[]
110480518082025020341019775,1215,1600,3862.797308820238,0,[]
110480518082025020349962759,720,1280,3146.9979021847143,0,[]
110480524032026031729074250,842,380,635.206290725464,0,[]
110480524032026031752540790,1200,1600,538.3341488792317,0,[]
110480524032026031753504972_page01,1240,1755,4715.715246760405,0,[]
110480526012026053927769136_page01,1240,1755,5171.443454039677,0,[]
110480526012026054209383857,899,1599,1492.7576789464745,0,[]
110480526012026054218933248,899,1599,1876.6005232739296,0,[]
110480526012026054235530368,899,1599,4262.517680630924,0,[]
110480529092025050939530577,899,1599,31.442288862119963,0,[]
110480529092025050939596596,1080,1415,1806.9544460556335,0,[]
110480529092025050939619159,1042,1566,8192.233802127972,0,[]
110513801072025113459306449,1280,704,358.6218071156285,0,[]
110513804112025071236016458,480,640,8814.956414487193,0,[]
110513804112025071330379990,480,640,6865.589848246087,0,[]
110513815022026091013490034,1600,1200,87.28685512019858,0,[]
110513815022026091053301351,1200,1600,621.2490650989256,0,[]
110513815022026091347880596,1280,960,564.8686594397697,0,[]
110513815022026091434927168,1200,1600,181.61961559509982,0,[]
110513817122025025422903877,1200,1600,271.8517312489572,0,[]
110513820112025030816936765_page01,1240,1753,197.2975728244668,0,[]
110513820112025030816936765_page02,1240,1753,394.60894687448246,0,[]
110513820112025030816936765_page03,1240,1753,147.25694477669617,0,[]
110513820112025030816936765_page04,1240,1753,110.02811033619786,0,[]
110513820112025030816936765_page05,1240,1753,121.02431131884511,0,[]
110513820112025030816936765_page06,1240,1753,110.19896214783873,0,[]
110513820112025030816936765_page07,1240,1753,606.9027022799625,0,[]
110513820112025030816936765_page08,1240,1753,160.60103141158936,0,[]
110513820112025030922461752_page01,1240,1753,115.51764256665992,0,[]
110513820112025030922461752_page02,1240,1753,99.91155254586607,0,[]
110513820112025030922461752_page03,1240,1753,181.2974026093517,0,[]
110513820112025030922461752_page04,1240,1753,85.89578970612591,0,[]
110513820112025030922461752_page05,1240,1753,147.51654950959644,0,[]
110513820112025030922461752_page06,1240,1753,478.02113151647865,0,[]
110513820112025030922461752_page07,1240,1753,269.62161639953626,0,[]
110513822082025120304903354,474,408,663.8679107577595,0,[]
110524911112025055741635517,1280,720,695.6516905673827,0,[]
110524913122025021909250812,728,1600,302.86332205190905,0,[]
110529906112025083307467223,1280,960,225.70946608702076,0,[]
110529915022026111828054152,1280,960,227.28415673679513,0,[]
110529915022026112117208248,1280,960,817.1418779539897,0,[]
110529916092025114734471896,1280,960,352.1352647646739,0,[]
110529922122025053021746783,960,1280,368.5747614462846,0,[]
110535015122025041603431504,960,1280,388.5563190868689,0,[]
110535015122025041608240002,960,1280,110.34239224408466,0,[]
110542413082025090408708775,1280,720,102.87976813232869,0,[]
110542413082025090419377816,1280,720,457.41360077021915,0,[]
110542413082025090429816138,1600,720,78.93916196241967,0,[]
110542413082025091306443715,540,1073,263.1463664876165,0,[]
110542414082025094057048172,1599,899,371.3245722959323,0,[]
110542414082025094107054981,1599,899,231.64785030391423,0,[]
110542414082025094114560867,899,1599,51.59788290371995,0,[]
110542416102025022019456586,1920,858,9826.383986128989,0,[]
110542416102025022033076139,858,1920,1912.150760142973,0,[]
110542419082025114807818821,899,1599,43.97084898156265,0,[]
110542419082025114819040703,899,1599,61.26082593605404,0,[]
110542419082025114831505417,899,1599,150.11737035257426,0,[]
110542422082025012736326359,1599,899,134.1929925479001,0,[]
110542422082025012755080688,899,1599,42.31274128632668,0,[]
110542422082025012805224560,1599,899,53.08680666885117,0,[]
110542422082025040358881288,899,1599,74.36928317635048,0,[]
110542422082025040408463853,899,1599,42.85150613218335,0,[]
110542422082025040417202325,899,1599,43.10269964034102,0,[]
110542428112025114122728431,1600,1200,181.36510686424452,0,[]
110542428112025114134899925,1200,1600,249.12333557681316,0,[]
110575501122025024706470206,720,1280,355.96192917510143,0,[]
110575501122025024752655625,1280,720,1271.2633183654739,0,[]
110575503102025103932015846_page01,1240,1755,6978.974725668407,0,[]
110575503102025103934159379,1600,1200,663.2499160438995,0,[]
110575503102025103934178012,1600,1200,1018.0806107991493,0,[]
110575503102025104404761052,720,1280,289.2680139268475,0,[]
110575503102025104505543207,720,1280,362.96698133337236,0,[]
110575503102025104534613354,1280,720,605.9392201424305,0,[]
110575503102025104534672439,1280,720,3239.268735769737,0,[]
110575507022026025359905330,1599,899,1192.4477436836867,0,[]
110575507022026025359905341,899,1599,1441.361462212433,0,[]
110575507022026025702038997,1599,899,176.93874190219765,0,[]
110575507022026025733924146,1599,899,330.68676886853433,0,[]
110575510102025010538238485,1156,516,1651.2910720385996,0,[]
110575510102025010538246598,720,1280,970.8717350399335,0,[]
110575510102025010538251774,1280,720,796.5078564078143,0,[]
110575510102025015028316133,720,1280,495.719171620004,0,[]
110575510102025015028316553,720,1280,2528.6593552817344,0,[]
110575510102025015028333501,1600,1200,3316.9171521124613,0,[]
110575510102025015933944412,899,1599,161.0656589977597,0,[]
110575510102025015933961387,899,1599,268.2474098744864,0,[]
110575510102025015933963053,899,1599,372.2138491526976,0,[]
110575519012026040116366930,1600,1200,4151.153456473554,0,[]
110575521082025032337305206,887,1920,104.85408515470989,0,[]
110575521082025032337305215,887,1920,97.52834047729907,0,[]
110575521082025032337355075,887,1920,185.61355641898487,0,[]
110575521082025032337360923,887,1920,192.8123079783686,0,[]
110575521082025032337362792,887,1920,263.02975507156395,0,[]
110575523022026122204704648,1599,899,306.0117229583604,0,[]
110575523022026122205044794,899,1599,243.85400703135696,0,[]
110575523022026122205174237,1599,899,436.46769566556355,0,[]
110575523022026122205508834,1600,717,260.20919065764195,0,[]
110575523022026122205563339,1599,899,172.0125452610252,0,[]
110575523022026122401951408,899,1599,254.34375401455492,0,[]
110575523022026122402087587,1599,899,297.870504180203,0,[]
110575523022026122611713368,1600,717,425.0899440876847,0,[]
110575527102025020049783533,720,1280,4158.563137897237,0,[]
110575527102025020057557686,720,1280,175.93459198374805,0,[]
110575527122025120015541141,720,1280,358.4568543152974,0,[]
110575527122025120015546638,1280,720,3134.319894310326,0,[]
110575531032026035351561178,1280,720,260.2239995682316,0,[]
110588104082025010546991088,1156,520,5622.347341095506,0,[]
110588104082025010604608061,1156,520,535.6524326564921,0,[]
110588104082025010731197760,1156,520,659.0547424263169,0,[]
110588104082025010731198507,520,1156,3953.010266450545,0,[]
110588108072025041530040433,576,1280,3388.659155806478,0,[]
110588115072025125841552156,1536,1536,379.74099053222415,0,[]
110588115122025123242737760,1280,720,248.93806908619138,0,[]
110588123122025115641281190,520,1156,756.1128006233779,0,[]
110588129072025121714257574,1280,720,1067.4684258303748,0,[]
110591808082025010433094679,1170,1547,428.7796474005415,0,[]
110591808082025125958617706,1170,1547,2701.8605533002333,0,[]
110591811032026073152865167,1600,1204,117.97267096450429,0,[]
110591811032026073313848060,1204,1600,33.93515923516555,0,[]
110591811032026073414011852,1600,900,50.3032867868398,0,[]
110591811032026073541407939,1600,900,174.47013949704427,0,[]
110591812112025010455033171,1600,1204,33.33687444807555,0,[]
110591815032026100546187462,1600,1200,1307.4369497266923,0,[]
110591815032026100757098924,1200,1600,1409.1305281236976,0,[]
110591820082025015954902799,1079,962,191.41235969972715,0,[]
110591820082025112326527799,1600,1204,779.8565509897094,0,[]
110591821032026122924447286,1599,899,34.00515337740391,0,[]
110591821032026123227675692,1280,720,76.45083428309758,0,[]
110591821032026123529523506,1280,720,273.2603211197735,0,[]
110591823022026100524504949,1280,1280,94.46754323461613,0,[]
110592502012026040357806931,899,1599,159.43749914783433,0,[]
110592515072025031927251014,1080,707,26.525352649694653,0,[]
110604702042026030729104744,1201,1600,31.039015308918948,0,[]
110604702042026030734098229,868,1156,1448.9449832730925,0,[]
110604727122025012958530900,1280,720,178.0080554537879,0,[]
110604727122025012958663001,720,1280,148.83592092607168,0,[]
110611202072025062531782038,651,1156,2162.066732399918,0,[]
110616206102025032654729020,960,1280,444.008785161733,0,[]
110616206102025032654907262,960,1280,648.7650745665206,0,[]
110616206102025032654932925,1280,960,304.9346889048153,0,[]
110616206102025032654945091,720,1280,342.6342761958546,0,[]
110616206102025032654989191,960,1280,231.78312366459102,0,[]
110616206112025123436895440,719,1600,272.8840373697912,0,[]
110616206112025123437298473,719,1600,765.2306144399605,0,[]
110616206112025123437733671,1600,719,326.4540299022769,0,[]
110616207032026080642308808,1600,1409,104.25897327947528,0,[]
110616207032026080738692055,1600,960,69.00452387064236,0,[]
110616228012026092124406839,1599,899,820.7087263600673,0,[]
110616228012026092124447312,1599,899,721.1349545020021,0,[]
110616228012026092124490865,1599,899,173.24750521749888,0,[]
110616228012026092124502827,1599,899,139.88661983581403,0,[]
110618105022026111355609814,1600,1200,2364.647296038537,0,[]
110618106032026012335239985,1600,1200,507.71263697506265,0,[]
110618106042026105835157476,1204,1600,144.79303875826423,0,[]
110618106042026111231958458,1600,1204,178.3322222760844,0,[]
110618106042026111824849051,1600,1204,154.82822150829944,0,[]
110618106042026112352088702,818,1227,4.444545397947604,0,[]
110618111092025063928720999,413,617,65.47394368988574,0,[]
110618118072025055620344985,1599,899,373.2107162889734,0,[]
110618123032026073212208837,899,1599,68.62865332023608,0,[]
110618123032026073917763373,1375,898,119.99725805218482,0,[]
110618123032026074247625743,1599,899,353.70632507091665,0,[]
110618123122025123603764346,1280,960,162.34605076773894,0,[]
110618123122025123604028477,1280,960,187.25502023855776,0,[]
110618123122025123604284967,1280,960,526.9592853266292,0,[]
110618123122025123604484409,960,1280,667.9278111608763,0,[]
110618123122025123604704620,960,1280,798.4267854898446,0,[]
110618126022026122306382488,1599,899,560.0990253224129,0,[]
110618130092025055034180858,1280,720,2206.8311771713256,0,[]
110622703012026094535151216,572,1280,2114.2734171554653,0,[]
110622703012026094903917375,1280,572,498.9715038787735,0,[]
110622703012026095119059797,1280,572,4026.715503636802,0,[]
110622703012026095407111299,572,1280,1642.8086992583649,0,[]
110622703012026095725782755,572,1280,1009.8570570758474,0,[]
110622705092025123822246501,864,1920,305.6556857662404,0,[]
110622710122025091831809785,572,1280,173.07314246872045,0,[]
110622710122025091855999450,572,1280,456.5364919214558,0,[]
110622711092025072301024706,572,1280,674.6804537259598,0,[]
110622722122025053446378885,1156,867,4009.620700724669,0,[]
110636406022026022847661012,900,1600,788.0127427886111,0,[]
110636406022026031451586839,899,1599,295.0135800616429,0,[]
110636406022026031935629340,899,1599,68.60641670516404,0,[]
110647814032026083831155354,899,1599,265.7128952967299,0,[]
110651107112025114420768377,1280,960,584.4042973923943,0,[]
110651107112025114420770654,1280,960,959.5712084817828,0,[]
110651107112025114428908570,1920,1080,512.2933960148292,0,[]
110651110112025111841166070,899,1599,77.16226661378435,0,[]
110651110112025111841166089,899,1599,154.93329029755859,0,[]
110651110112025111841199231,1599,899,75.82758525897923,0,[]
110651110112025111841199836,899,1599,125.07940909311795,0,[]
110651129092025051554183158,887,1920,5160.72925344095,0,[]
110651129092025051604622201,887,1920,304.94032477696015,0,[]
110651129092025051611910320,887,1920,84.01036968641651,0,[]
110651129092025051619478484,887,1920,3483.214701351655,0,[]
110651129092025051627691612,1920,887,1474.8064727463802,0,[]
110656608082025012133905487,899,1599,670.457374227106,0,[]
110656608082025012219995611,899,1599,508.82052322027045,0,[]
110656608082025012304041114,899,1598,230.59261838504347,0,[]
110656608082025012350452131,899,1599,129.45360419942037,0,[]
110656608082025012436080366,899,1599,289.9108976954852,0,[]
110656608082025012735639895,1600,672,338.5335324192696,0,[]
110656608082025012852118507,1600,328,355.8763887574912,0,[]
110656608082025012958042755,1600,706,278.090608212864,0,[]
110656617092025072619725531,960,1280,339.7822665472666,0,[]
110656617092025072919943836,960,1280,406.8332982526117,0,[]
110656617092025072920897898,1080,1920,598.0636447759479,0,[]
110666312022026030745549279,968,1920,2164.151750669313,0,[]
110666313022026023718261724,1080,1920,2247.7017288730167,0,[]
110666328082025034055181569,899,1599,3056.797474128098,0,[]
110666328082025034456742428,664,1280,1320.4042880694547,0,[]
110686502022026121547068180,1200,1600,23.67210754937066,0,[]
110686502022026121713249174,1200,1600,61.861182719665514,0,[]
110686506042026041031663830,1366,768,62.654589954144136,0,[]
110686507012026051437047583,899,1599,61.00873827008143,0,[]
110686511022026014727917279,899,1599,94.30807104674962,0,[]
110686511102025032614820628,1280,579,250.4950898036884,0,[]
110686902032026124640607513,739,1600,1945.7440112442916,0,[]
110686902032026124646873683,739,1600,1987.7797442738165,0,[]
110686902032026124910958489,739,1600,832.2720526022098,0,[]
110686902032026124917184015,739,1600,7477.040690678234,0,[]
110686902032026125042648555,739,1600,939.1611047041287,0,[]
110686902032026125048505526,739,1600,4263.259682366888,0,[]
110686902032026125439307065,739,1600,496.3593885299393,0,[]
110686902032026125449227329,739,1600,247.56946472917346,0,[]
110686904112025051117484551,739,1600,534.8879908819134,0,[]
110686904112025051226109200,739,1600,524.9762905788735,0,[]
110686904112025051521740426,1600,739,186.20395974081006,0,[]
110686905122025015623800511,739,1600,1330.4327157989599,0,[]
110686905122025015835362161,739,1600,105.97525541237368,0,[]
110686905122025020230618424,739,1600,62.09930649317815,0,[]
110686905122025020234595680,739,1600,923.4863387981949,0,[]
110686905122025020520380314,534,1156,733.3999941010092,0,[]
110686905122025020524512647,534,1156,2248.15871362636,0,[]
110686905122025020729694047,534,1156,958.9893780196745,0,[]
110686905122025020734303176,534,1156,3046.3050642941203,0,[]
110686905122025021018820207,534,1156,819.4581353764448,0,[]
110686905122025021025126427,534,1156,3563.437450484526,0,[]
110686906082025010150706295,1200,1600,734.3753279583333,0,[]
110686906082025010155138025,1200,1600,252.6929510332639,0,[]
110686907012026111711443446,899,1599,1253.4267498406487,0,[]
110686913112025013830335993,1920,1080,75.01247347503626,0,[]
110686913112025013837968260,1920,1080,413.5049613587868,0,[]
110686913112025014345618964,739,1600,475.1836398159695,0,[]
110686913112025014351304788,1600,739,168.08452046640002,0,[]
110686931122025021511633951,899,1599,191.93415135514172,0,[]
110686931122025022028910104,534,1156,2236.468095061319,0,[]
